"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo de compra pagina OpenCart","Flujo de compra completo en OpenCart","ERROR","2025-11-11T10:14:38.3115031-05:00[America/Guayaquil]","0.0","16.91"
